year,net_worth,home_value,mortgage,home_equity,total_net_worth,person1_income,person2_income,taxable_income,taxable_wage_income,non_ss_taxable_income,withdrawal_taxable_income,taxable_withdrawal_basis_portion,taxable_withdrawal_gain_portion,roth_withdrawal_basis_portion,roth_withdrawal_earnings_portion,other_taxable_income,taxable_social_security_income,social_security_taxable_fraction,social_security_provisional_income,tax_phase,tax_mode,tax_filing_status,annual_taxes,annual_federal_taxes,annual_state_taxes,federal_standard_deduction,federal_taxable_after_deduction,federal_effective_rate,state_tax_enabled,state_tax_name,state_tax_filing_status,state_standard_deduction,state_taxable_before_deduction,state_taxable_income,state_effective_rate,state_social_security_taxed,annual_spend,freed_payments,net_flow,required_outflows,event_outflow_total,funding_shortfall,spending_funded_ratio,rmd_required,rmd_withdrawn,rmd_shortfall,withdrawal_cash,withdrawal_taxable,withdrawal_trad_ira,withdrawal_roth,withdrawal_trad_ira_person1,withdrawal_trad_ira_person2,withdrawal_roth_person1,withdrawal_roth_person2,contribution_trad_ira,contribution_roth,contribution_trad_ira_person1,contribution_trad_ira_person2,contribution_roth_person1,contribution_roth_person2,contribution_employee_trad_ira_person1,contribution_employee_roth_person1,contribution_employee_trad_ira_person2,contribution_employee_roth_person2,contribution_employee_trad_ira,contribution_employee_roth,contribution_total,surplus_to_taxable,surplus_to_trad_ira,surplus_to_roth,employer_match_total,employer_match_person1,employer_match_person2,person1_401k_over_irs_cap,person2_401k_over_irs_cap,person1_over_total_limit,person2_over_total_limit,survivor,events_active,taxable,taxable_cost_basis,taxable_unrealized_gain,trad_ira,trad_ira_person1,trad_ira_person2,roth,roth_contribution_basis,roth_earnings,roth_person1,roth_person2,cash,liability_sample_mortgage_balance
2048,769142.3481333862,598704.3937729446,0.0,598704.3937729446,1367846.741906331,19539.655233043984,12588.047121287953,77503.79767802471,0.0,0.0,50195.25067684257,0.0,0.0,0.0,0.0,50195.25067684257,27308.54700118215,0.85,66259.10185400854,retirement,brackets,married_joint,12107.730667056034,8297.65446436272,3810.0762026933126,15656.775026477553,61847.02265154716,0.10705987078004622,1.0,oregon,married_joint,2959.1304800042576,50195.25067684257,47236.12019683831,0.07590477967769539,0.0,96000.0,0.0,-89236.09783514176,121363.8001894737,13256.069522417662,0.0,1.0,29871.40694663758,29871.40694663758,0.0,13256.069522417662,0.0,50195.25067684257,0.0,25608.22888428664,24674.076511148356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,679350.2844558645,348859.97284166265,329860.2440843482,35727.07446696595,15079.18250476935,20162.369472512437,24504.797662015342,11389.550085776886,40130.60357182422,0.0
2049,725881.9882817571,601610.725781551,0.0,601610.725781551,1327492.7140633082,18970.53906120775,12221.404972124225,74997.12128420321,0.0,0.0,48483.96885587103,0.0,0.0,0.0,0.0,48483.96885587103,26513.15242833218,0.85,64079.940872537016,retirement,brackets,married_joint,11678.448042090382,8001.132677861875,3677.315364228506,15200.752452890827,59796.368831312386,0.10668586170791716,1.0,oregon,married_joint,2872.9422135963664,48483.96885587103,45611.026642274664,0.07584600559055063,0.0,96000.0,0.0,-89356.47441887265,120548.41845220461,12869.970410114232,0.0,1.0,29731.586127460425,29731.586127460425,0.0,12869.970410114232,0.0,48483.96885587103,0.0,24933.989672087184,23498.926017005804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,614777.1488352851,315653.8825383603,295780.4015762359,9457.59466875055,2074.4385136636847,7383.156155086866,6043.028265003664,3414.5664037468855,45602.25735867248,0.0
2050,700660.1696516402,604531.1661979662,0.0,604531.1661979662,1305191.3358496064,18417.999088551216,11865.441720508956,76030.36242439676,0.0,0.0,50289.43773669562,0.0,0.0,0.0,0.0,50289.43773669562,25740.924687701143,0.85,65431.15814122571,retirement,brackets,married_joint,12327.808263019399,8475.967107481043,3851.841155538355,14758.012090185268,61272.35033421149,0.11148133553442746,1.0,oregon,married_joint,2789.2642850450156,50289.43773669562,47500.1734516506,0.0765934406609804,0.0,96000.0,0.0,-90539.48435698276,120822.92516604293,12495.116903023527,0.0,1.0,27975.48924285105,27975.48924285105,0.0,12495.116903023527,0.0,50289.43773669562,0.0,25785.45726918163,24435.86692874306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,587561.8024501188,297950.9511384034,289549.5491183718,1.901497289002612e-12,0.0,1.11852781706036e-13,1.789644507296576e-12,0.0,44274.03627055581,0.0
2051,682723.4241528532,607465.7835096067,0.0,607465.7835096067,1290189.20766246,17881.55251315652,11519.84633059122,77497.35993924059,0.0,0.0,52506.17092205501,0.0,0.0,0.0,0.0,52506.17092205501,24991.189017185578,0.85,67206.8703439289,retirement,brackets,married_joint,13100.815142762163,9039.018578976384,4061.79656378578,14328.167077849774,63169.192861390824,0.11663515996576992,1.0,oregon,married_joint,2708.023577713607,52506.17092205501,49798.14734434141,0.07735818367099628,0.0,96000.0,0.0,-91830.59775826056,121231.9966020083,12131.181459246141,0.0,1.0,27872.727213954226,27872.727213954226,0.0,12131.181459246141,0.0,52506.17092205501,0.0,27155.531341524547,25531.13051814548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,559321.9944143381,287606.14715466904,272113.7014005622,0.0,0.0,0.0,0.0,0.0,42984.50123354932,0.0
2052,528919.9954255503,610414.6465363522,0.0,610414.6465363522,1139334.6419619026,17360.730595297588,11184.316825816715,71771.88543326658,0.0,0.0,47508.59512531943,0.0,0.0,0.0,0.0,47508.59512531943,24263.290307947158,0.85,61781.11883587658,retirement,brackets,married_joint,11652.730437112315,8012.72682672006,3640.003610392256,13910.841823155119,57861.04361011146,0.11164053443953803,1.0,oregon,married_joint,2629.1491045763178,47508.59512531943,44879.44602074311,0.0766175558481392,0.0,96000.0,0.0,-90885.52909293602,119430.5765140503,11777.846076938002,0.0,1.0,27681.475581363935,27681.475581363935,0.0,11777.846076938002,0.0,47508.59512531943,0.0,24527.230356611046,22963.57928357811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,458483.3075094115,235568.0772640594,222360.97305975997,0.0,0.0,0.0,0.0,0.0,41732.525469465356,0.0
2053,486023.92383519385,613377.8244321598,0.0,613377.8244321598,1099401.7482673535,16855.078247861737,10858.560025064773,70825.22250205795,0.0,0.0,47268.62997007042,0.0,0.0,0.0,0.0,47268.62997007042,23556.592531987535,0.85,61125.44910653368,retirement,brackets,married_joint,11665.129259820453,8030.978107153149,3634.1511526673044,13505.671672966137,57319.55082909182,0.11338951581376121,1.0,oregon,married_joint,2552.5719461905996,47268.62997007042,44716.058023879814,0.07688248643687604,0.0,96000.00000000001,0.0,-103091.2084532426,130804.84672616911,23139.717466348648,0.0,1.0,23795.990180894936,23795.990180894936,0.0,22527.08695471644,0.0,47268.62997007042,0.0,24665.559527532823,22656.272500402203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,💸 Care support,0.0,0.0,0.0,445506.90881629544,228265.64175397484,217241.2670623206,0.0,0.0,0.0,0.0,0.0,40517.015018898404,0.0
2054,390693.6088934335,616355.3866866848,0.0,616355.3866866848,1007048.9955801184,16364.153638700716,10542.291286470654,71840.49821649789,0.0,0.0,48970.02003010224,0.0,0.0,0.0,0.0,48970.02003010224,22870.478186395663,0.85,62423.242492687925,retirement,brackets,married_joint,12271.581134999822,8474.258303455168,3797.322831544653,13112.302595112753,58728.195621385144,0.11795901196111985,1.0,oregon,married_joint,2478.22519047631,48970.02003010224,46491.79483962593,0.07754375996386698,0.0,96000.00000000001,0.0,-103830.88132278831,130737.32624795969,22465.74511295985,0.0,1.0,24222.805469500825,24222.805469500825,0.0,16277.959879609742,0.0,48970.02003010224,0.0,25364.20946740536,23605.810562696875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,336176.5537160181,173572.79204643174,162603.7616695864,0.0,0.0,0.0,0.0,0.0,39336.90778533826,0.0
2055,321353.88410430425,619347.4031269113,0.0,619347.4031269113,940701.2872312155,15887.5278045638,10235.234258709372,65274.791165459494,0.0,0.0,43070.443411677305,0.0,0.0,0.0,0.0,43070.443411677305,22204.347753782196,0.85,56131.82444331389,retirement,brackets,married_joint,10538.790717514828,7243.316867882285,3295.4738496325444,12730.390869041506,52544.400296417996,0.11096145519104811,1.0,oregon,married_joint,2406.043874248845,43070.443411677305,40664.39953742846,0.07651238602997054,0.0,96000.0,0.0,-102227.43167653277,128350.19373980594,21811.403022291113,0.0,1.0,19148.333431954263,19148.333431954263,0.0,8621.700512310621,0.0,43070.443411677305,0.0,22222.884481357734,20769.613737156273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,285829.17102624814,146040.05434990046,139789.11667634768,0.0,0.0,0.0,0.0,0.0,35775.193330274735,0.0
2056,253298.70906332147,622353.9439187894,0.0,622353.9439187894,875652.6529821109,15424.784276275534,9937.12063952366,56377.86633393516,0.0,0.0,34820.247155505844,0.0,0.0,0.0,0.0,34820.247155505844,21557.619178429315,0.85,47501.199613405435,retirement,brackets,married_joint,8080.565512624846,5493.288662864954,2587.276849759892,12359.602785477191,44018.263548457966,0.09742802577495228,1.0,oregon,married_joint,2335.964926455189,34820.247155505844,32484.282229050652,0.07430132877974412,0.0,95999.99999999999,0.0,-99894.78003594323,125256.68495174241,21176.119439117585,0.0,1.0,17135.66672272436,17135.66672272436,0.0,0.0,0.0,34820.247155505844,0.0,17912.744247653467,16907.502907852373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,219379.94570329488,112394.7390658927,106985.20663740218,0.0,0.0,0.0,0.0,0.0,31484.26036166284,0.0
2057,144787.2806841667,625375.0795688806,0.0,625375.0795688806,770162.3602530474,14975.518714830616,9647.689941285109,48940.768655746884,0.0,0.0,28011.04129804852,0.0,0.0,0.0,0.0,28011.04129804852,20929.727357698364,0.85,40322.64562610639,retirement,brackets,married_joint,6246.88021941523,4242.144647867926,2004.7355715473036,11999.614354832223,36941.15430091466,0.08667576822268147,1.0,oregon,married_joint,2267.9271130632906,28011.04129804852,25743.11418498523,0.07156452466763402,0.0,96000.0,0.0,-98183.01082457871,122806.21948069445,20559.339261279212,0.0,1.0,13790.039775603718,13790.039775603718,0.0,0.0,0.0,28011.04129804852,0.0,14448.717243495958,13562.324054552562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,119919.28898727347,61222.494408683604,58696.79457858986,0.0,0.0,0.0,0.0,0.0,24867.99169689323,0.0
2058,47181.88537349538,628410.8809260111,0.0,628410.8809260111,675592.7662995064,14539.338558087977,9366.6892633836,44926.34926022586,0.0,0.0,24606.225611975016,0.0,0.0,0.0,0.0,24606.225611975016,20320.12364825084,0.85,36559.239522710806,retirement,brackets,married_joint,5527.856547243315,3807.9118230506956,1719.9447241926189,11650.111024108955,33276.2382361169,0.08475720982617746,1.0,oregon,married_joint,2201.870983556593,24606.225611975016,22404.354628418427,0.06989577792512393,0.0,96000.0,0.0,-91368.9597342203,115274.98755569189,13747.131008448567,0.0,1.0,7977.72904352003,7977.72904352003,0.0,0.0,0.0,24606.225611975016,0.0,12716.261543337278,11889.964068637742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,24386.26577584303,12492.59624714804,11893.66952869499,0.0,0.0,0.0,0.0,0.0,19098.589731964697,0.0
2059,-41115.86200985726,631461.4191829334,0.0,631461.4191829334,590345.5571730761,14115.862677755316,9093.873071246213,35195.37140946596,0.0,0.0,15467.096022814654,0.0,0.0,0.0,0.0,15467.096022814654,19728.2753866513,0.85,27071.96389731542,retirement,brackets,married_joint,3618.882982496474,2686.3085611976558,932.5744212988188,11310.787402047528,23884.584007418427,0.07598571799766322,1.0,oregon,married_joint,2137.738818986983,15467.096022814654,13329.357203827672,0.059162416872362435,0.0,96000.0,0.0,-89755.87636791103,112965.61211691255,13346.729134416084,41115.86200985726,0.640613482574796,1710.201871316383,1710.201871316383,0.0,0.0,0.0,15467.096022814654,0.0,7924.585410248952,7542.510612565702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41115.86200985726,0.0
2060,-86424.26542273258,634526.7658779961,0.0,634526.7658779961,548102.5004552635,13704.721046364384,8829.00298179244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11266.862014078413,retirement,brackets,married_joint,0.0,0.0,0.0,10981.346992279154,0.0,0.0,1.0,oregon,married_joint,2075.47458154076,0.0,0.0,0.0,0.0,96000.0,0.0,-86424.26542273258,108957.9894508894,12957.989450889403,86424.26542273258,0.20681112180684505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86424.26542273258,0.0
2061,-86703.1703133326,637606.9928968212,0.0,637606.9928968212,550903.8225834887,13305.554413946003,8571.84755513829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10938.700984542147,retirement,brackets,married_joint,0.0,0.0,0.0,10661.501934251606,0.0,0.0,1.0,oregon,married_joint,2015.0238655735534,0.0,0.0,0.0,0.0,95999.99999999999,0.0,-86703.1703133326,108580.57228241688,12580.572282416895,86703.1703133326,0.2014854177797241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86703.1703133326,0.0
2062,-86973.95176051708,640702.1724739902,0.0,640702.1724739902,553728.220713473,12918.013994122333,8322.182092367273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10620.098043244803,retirement,brackets,married_joint,0.0,0.0,0.0,10350.972751700587,0.0,0.0,1.0,oregon,married_joint,1956.333850071411,0.0,0.0,0.0,0.0,96000.0,0.0,-86973.95176051708,108214.1478470067,12214.147847006692,86973.95176051708,0.19627928980708717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86973.95176051708,0.0
2063,-87236.84636943405,643812.3771947377,0.0,643812.3771947377,556575.5308253035,12541.76115934207,8079.788439191526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10310.774799266797,retirement,brackets,married_joint,0.0,0.0,0.0,10049.48810844717,0.0,0.0,1.0,oregon,married_joint,1899.3532524965153,0.0,0.0,0.0,0.0,95999.99999999999,0.0,-87236.84636943405,107858.39596796765,11858.395967967663,87236.84636943405,0.19119095378219692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87236.84636943405,0.0
2064,-87492.0838538195,646937.6799966539,0.0,646937.6799966539,559445.5961428344,12176.467144992303,7844.45479533158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10010.460970161941,retirement,brackets,married_joint,0.0,0.0,0.0,9756.784571307935,0.0,0.0,1.0,oregon,married_joint,1844.0322839771995,0.0,0.0,0.0,0.0,96000.0,0.0,-87492.0838538195,107513.00579414336,11513.005794143362,87492.0838538195,0.18621860483240713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87492.0838538195,0.0
2065,-87739.88723671794,650078.1541713948,0.0,650078.1541713948,562338.2669346768,11821.812762128448,7615.975529448134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9718.89414578829,retirement,brackets,married_joint,0.0,0.0,0.0,9472.606379910614,0.0,0.0,1.0,oregon,married_joint,1790.3226058031062,0.0,0.0,0.0,0.0,96000.0,0.0,-87739.88723671794,107177.67552829452,11177.675528294525,87739.88723671794,0.18136042040252193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87739.88723671794,0.0
2066,-87980.47304535721,653233.8733664015,0.0,653233.8733664015,565253.4003210444,11477.488118571307,7394.150999464207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9435.819559017758,retirement,brackets,married_joint,0.0,0.0,0.0,9196.705223214189,0.0,0.0,1.0,oregon,married_joint,1738.1772871874816,0.0,0.0,0.0,0.0,95999.99999999999,0.0,-87980.47304535721,106852.11216339273,10852.112163392743,87980.47304535721,0.17661456321217103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87980.47304535721,0.0
